price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"383,990",Bentley,continental gt w12 first edition 2020,british,"basic: 3 years / unlimited miles , corrosion: 3 years / unlimited miles , drivetrain: 3 years / 500,000 miles , roadside assistance: 3 years / unlimited miles",,coupe,6.0-liter twin-turbo w12 gas,626 hp @ 6000 rpm,664 lb-ft @ 1350 rpm,12 cylinders,automatic,all wheel drive (awd),8-speed,power,37.8 ft,"independent, double wishbone","independent, multi-link",190.9 in,76.9 in,55.3 in,112.2 in,,"4,947 lbs","front tire size: p275/35yr22 , rear tire size: p315/30yr22",22 x 9.5 in,discs,discs,tbc,tbc,gasoline,4 seater,24 gallons,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,turbocharged,207 mph,0-60 mph in 3.6 seconds,,,yes,,,,,,,,,,,,,2020
"373,435",Bentley,flying spur first edition,british,"basic: 3 years / unlimited miles , corrosion: 3 years / unlimited miles , drivetrain: 3 years / 500,000 miles , roadside assistance: 3 years / unlimited miles",,sedan,6.0-liter twin-turbo w12 gas,626 hp @ 6000 rpm,664 lb-ft @ 1350 rpm,12-cylinder,automatic,all wheel drive (awd),8-speed,power,36.3 ft,double wishbone,multi-link,209.3 in,77.9 in,58.4 in,125.8 in,,"5,372 lbs","front tire size: p265/40yr21, rear tire size: p305/35yr21","wheels type: aluminum  front wheel size (in): 21 x 9.5 , rear wheel size (in): 21 x 11",discs,discs,12,20,premium unleaded,5 seater,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,,yes,,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,2020
"315,216",Bentley,continental gt w12,british,"basic: 3 years / unlimited miles , corrosion: 3 years / unlimited miles , drivetrain: 3 years / 500,000 miles , roadside assistance: 3 years / unlimited miles",,coupe,6.0-liter twin-turbo w12 gas,626 hp @ 6000 rpm,664 lb-ft @ 1350 rpm,,automatic,all wheel drive (awd),8-speed,power,,"independent, double wishbone","independent, multi-link",190.9 in,76.9 in,55.3 in,112.2 in,,"4,947 lbs","front tire size: p265/40yr21 , rear tire size: p305/35yr21","front wheel material: aluminum , front wheel size (in): 21 x 9.5 , rear wheel material: aluminum , rear wheel size (in): 21 x 9.5",discs,discs,tbc,tbc,premium unleaded,4 seater,24 gallons,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,turbocharged,207 mph,0-60 mph in 3.6 seconds,,,yes,,,,,,,,,,,,,2020
"339,408",Bentley,bentayga v12,british,"basic: 3 years / unlimited miles , corrosion: 3 years / unlimited miles , drivetrain: 3 years / 500,000 miles , roadside assistance: 3 years / unlimited miles",,suv,6.0-liter twin-turbo w12 gas,600 hp @ 5000 rpm,664 lb-ft @ 1350 rpm,,automatic,all wheel drive (awd),8-speed,power,40.6 ft,"independent, double wishbone","independent, multi-link",202.4 in,78.7 in,68.6 in,117.9 in,,,p275/50yr22 in,22 x 10 in,discs,discs,12 city,17 hwy,premium unleaded,5 seater,22.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,,,,yes,turbocharged,,0-60 mph: 4.0 s,,,yes,,,,,,,,,,,,,2020
"254,880",Bentley,bentayga v8 2021,british,"basic: 3 years / unlimited miles , corrosion: 3 years / unlimited miles , drivetrain: 3 years / 500,000 miles , roadside assistance: 3 years / unlimited miles",,suv,4.0-liter twin-turbo v8 gas,542 hp @ 6000 rpm,568 lb-ft @ 1960 rpm,v8,automatic,all wheel drive (awd),8-speed,power,40.6 ft,"independent, double wishbone","independent, multi-link",201.8 in,78.7 in,68 in,117.9 in,,,front tire: p285/45yr21 and rear tire: p285/45yr21,front wheel: 21 in x 10 in and rear wheel: 21 in x 10 in,discs,discs,14 city,23 hwy,gasoline,5 seater,22.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,yes,yes,yes,yes,,,,,yes,turbocharged,190 mph,zero to 62 mph in just 3.9 seconds,,,yes,yes,gasoline direct injection,,,,4.0 l/243,,,,,,,
"2,736,000",Bentley,bacalar mulliner 2021,british,base warranty: 3 years/unlimited and powertrain warranty: 3 years/unlimited,"red ,black , blue",convertible,6.0-liter twin-turbo w12 gas,650 hp,667 lb-ft,12,automatic,all wheel drive (awd),8-speed,power,,"independent, double wishbone","independent, multi-link",203 in,78 in,68 in,117 in,,,front tire: p285/45yr21 and rear tire: p285/45yr21,front wheel: 21 in x 10 in and rear wheel: 21 in x 10 in,discs,discs,14,24,premium,2 seater,,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,yes,,yes,,yes,yes,rack and pinion,,yes,yes,yes,yes,,,,,yes,turbocharged,,,yes,,yes,,gasoline direct injection,alloy,,,6.0 l,,,,,,,
"492,912",Bentley,mulsanne speed 2020,british,bumper-to-bumper: 36 months / unlimited distance,,sedan,6.8-liter twin-turbo v8 flex-fuel (ffv),537 hp @ 4000 rpm,537 hp @ 4000 rpm,8 cylinders,automatic,rear wheel drive (rwd),8 speed,power,41.3 ft,double wishbone,multi-link,219.5 in,75.8 in,59.9 in,128.6 in,,"5,919 lbs",p265/40yr21,21 x 9 in,"discs , rotor diameter: 15.7 in","discs , rotor diameter: 14.6 in",10,16,premium unleaded,5 passengers,25.4 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,,yes,yes,yes,,,,,yes,turbocharged,,,,,yes,,sequential mpi,,,,,,,,,,,2020
"447,552",Bentley,mulsanne 2020,british,bumper-to-bumper: 36 months / unlimited distance,"meteor blue mica metallic , black sapphire , rose gold , damson , dragon red , pale brodgar , moonbeam over tungsten , pale velvet over black velvet",sedan,6.8l v-8 engine,"512 @ 4,000 rpm","752 @ 1,750 rpm",8,automatic,rear wheel drive (rwd),8 speed,power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,575 mm","1,976 mm",,,,,,21 inch silver forged aluminum wheels,discs,discs,10,16,premium,5 passengers,,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,"rack and pinion, electrical variable assist",,,yes,yes,yes,,,,yes,yes,turbocharged,,,yes,,yes,,,,,,,yes,,,,,,2020
"320,688",Bentley,continental gt v8 convertible 2020,british,bumper-to-bumper: 36 months / unlimited distance,,convertible,4.0-liter twin-turbo v8 gas,542 hp @ 5750 rpm,568 lb-ft @ 2000 rpm,8 cylinders,automatic,all wheel drive (awd),8-speed,power,37.8 ft,"independent, double wishbone","independent, multi-link",190.9 in,76.9 in,55.1 in,112.2 in,,"5,315 lbs","front tire size: p295/40yr20 , rear tire size: p265/45yr20",20 x 9.5 in,discs,discs,tbc,tbc,unleaded premium,4 passengers,24 gallons,2 doors,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,turbocharged,,,,,yes,,,,,,,,,,,,,2020
"237,600",Bentley,bentayga v8 2020,british,bumper-to-bumper: 36 months / unlimited distance,"ext. color / int. color , ghost white pearlescent / linen with beluga accents",suv,4.0-liter twin-turbo v8 gas,542 hp @ 6000 rpm,568 lb-ft @ 1960 rpm,,automatic,all wheel drive (awd),8-speed,power,40.6 ft,"independent, double wishbone","independent, multi-link",202.4 in,78.7 in,68.6 in,117.9 in,,7165 ibs,p285/45yr21,21 x 10 in,discs,discs,14 city,23 hwy,unleaded premium,5 passengers,22.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,,,,yes,turbocharged,,0-60 mph: 4.4 s,,,yes,,,,,,,,,,,,,2020
"360,374",Bentley,continental gt v8 first edition 2020,british,bumper-to-bumper: 36 months / unlimited distance,"ext. color / int. color , magnolia / magnoila with saddle accents",coupe,4.0-liter twin-turbo v8 gas,542 hp @ 5750 rpm,568 lb-ft @ 2000 rpm,8 cylinders,automatic,all wheel drive (awd),8-speed,power,37.8 ft,"independent, double wishbone","independent, multi-link",190.9 in,76.9 in,55.3 in,112.2 in,,5017 ibs,"front tire size: p275/35yr22 , rear tire size: p315/30yr22",22 x 9.5 in,discs,discs,tbc,tbc,premium unleaded,4 passengers,24 gallons,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,,,,yes,turbocharged,,,yes,,yes,,,,,,,,,,,,,2020
"289,757",Bentley,continental gt v8 coupe 2020,british,bumper-to-bumper: 36 months / unlimited distance,"ext. color / int. color , jetstream ii / linen with brunel accents",coupe,4.0-liter twin-turbo v8 gas,542 hp @ 5750 rpm,568 lb-ft @ 2000 rpm,,automatic,all wheel drive (awd),8-speed,power,37.8 ft,"independent, double wishbone","independent, multi-link",190.9 in,76.9 in,55.3 in,112.2 in,,"5,017 lbs","front tire size: p265/40yr21 , rear tire size: p305/35yr21",21 x 9.5 in,discs,discs,,,unleaded premium,4 passengers,24 gal,2 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,turbocharged,,0-60 mph: 3.5 s,,,yes,,,,,,,,,,,,,2020
"292,608",Bentley,bentayga v8 design series 2020,british,bumper-to-bumper: 36 months / unlimited distance,"ext. color / int. color , glacier white / beluga with klein blue accents",suv,4.0-liter twin-turbo v8 gas,542 hp @ 6000 rpm,568 lb-ft @ 1960 rpm,,automatic,all wheel drive (awd),8-speed,power,40.6 ft,"independent, double wishbone","independent, multi-link",202.4 in,78.7 in,68.6 in,117.9 in,,gross vehicle weight rating cap (lbs): 7165,"front tire order code: reiq17 , front tire size: p285/45yr21 , rear tire order code: reiq17 , rear tire size: p285/45yr21 , spare tire size: compact",21 x 10 in,discs,discs,14 city,23 hwy,unleaded premium,5 passengers,22.5 gal,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,,,,yes,turbocharged,,,,,yes,,,,,,,,,,,,,2020
"396,720",Bentley,bentayga speed 2020,british,basic: 36 months / unlimited miles,"ext. color / int. color , beluga / beluga with hotspur accents",sport utility,6.0-liter twin-turbo w12 gas,626 hp @ 5000 rpm,664 lb-ft @ 1350 rpm,,automatic,all wheel drive (awd),8-speed,power,40.6,double wishbone,multi-link,202.4 in,78.7 in,68.6 in,117.9 in,,7165 ibs,p275/50yr22,22 x 10 in,discs,discs,12 city,17 hwy,unleaded premium,5 passengers,22.5 gal,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,rack and pinion,yes,yes,yes,yes,yes,,,,,yes,turbocharged,,0-60 mph: 3.8 s,,,yes,,,tubeless,,,,,,,,,,2020
"230,400",Bentley,bentayga hybrid 2020,british,bumper-to-bumper: 36 months / unlimited distance,"onyx , silver storm , moroccan blue , magnolia , brodgar , orange flame , sequin blue , extreme silver satin",suv,3.0-liter turbo v6 hybrid,443 hp,516 lb-ft,,automatic,all wheel drive (awd),8 speed,power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm / 202 in","1,998 mm / 79 in","1,742 mm / 69 in","2,995 mm / 118 in",,,p285/45yr21,"front wheel size (in): 21 x 10 , rear wheel size (in): 21 x 10",discs,discs,tbc,tbc,hybrid,5 seater,19.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,,yes,turbocharged,,0-60 mph: 5.2 s,,,yes,,,tubeless,,,,,,,,,,2020
"242,352",Bentley,bentayga 2020,british,bumper-to-bumper: 36 months / unlimited distance,"onyx , silver storm , moroccan blue , magnolia , brodgar , orange flame , sequin blue , extreme silver satin",suv,"v8 4,0 l","542 hp @ 6,000 rpm (404 kw)","568 lb·ft @ 1,960 – 4,500 rpm (770 n·m)",8-cylinders,8 speed automatic with manual mode (zf al952),all wheel drive (awd),,power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm / 202 in","1,998 mm / 79 in","1,742 mm / 69 in","2,995 mm / 118 in",,,,alloy,discs,discs,14 city,23 hwy,unleaded premium,5/7,,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,,yes,yes,turbocharged,290 km/h (180 mph) (manufacturer),4.5 s (manufacturer),yes,,yes,yes,,tubeless,,,,,,,,,,2020
"345,600",Bentley,bentayga speed 2021,british,base warranty: 3 years/unlimited and powertrain warranty: 3 years/unlimited,,suv,6.0-liter twin-turbo w12 gas,626 hp @ 5000 rpm,664 lb-ft @ 1350 rpm,8,automatic,all wheel drive (awd),8-speed,power,40.6 ft,"independent, double wishbone","independent, multi-link",201.8 in,78.7 in,68 in,117.9 in,,,p285/40zr22,22 in x 10 in,discs,discs,14 city,24 hwy,premium unleaded,5 seater,22.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,,,yes,turbo,less than four seconds to reach 60 miles per hour (96 kilometers per hour).,,,,yes,,gasoline direct injection,tubeless,,,6.0 l,,,,,,,
"309,024",Bentley,flying spur 2020,british,bumper-to-bumper: 36 months / unlimited distance,"alpine green metallic, anthracite metallic, beluga solid, camel metallic, damson metallic, hallmark metallic, havana metallic, ice metallic, st james red pearlescent by mulliner, white sand metallic",luxury sedan,6.0-liter twin-turbo w12 gas,626 hp @ 6000 rpm,664 lb-ft @ 1350 rpm,12-cylinder,automatic,all wheel drive (awd),8-speed,power,36.3 ft,double wishbone,multi-link,209.3 in,77.9 in,58.4 in,125.8 in,,"5,372 lbs","front tire: p265/40yr21 , rear tire: p305/35yr21","front wheel size (in): 21 x 9.5 , front wheel size (in): 21 x 11",discs,discs,12,20,gasoline,5 passengers,23.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,,,,yes,turbocharged,207 mph,,,,yes,,,tubeless,,,,,,,,,,2020
"429,120",Bentley,bentayga mulliner,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,"rose gold, cricket ball, julep by mulliner, anthracite, anthracite satin by mulliner, beluga, black crystal, onyx, royal ebony by mulliner, spectre, storm grey by mulliner, titan grey, black sapphire, blue crystal, dark sapphire and other colors",suv    category: exotic suv,"w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)",12-cylinders,8-speed automatic,all wheel drive (awd),,power,12 m (41′) turning diameter,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm / 202 in","1,998 mm / 79 in","1,742 mm / 69 in","2,995 mm / 118 in   front track: 1,689 mm / 66 in  rear track: 1,693 mm / 67 in",n/a,"2,440 kg (5,379 lb)",fr tires: p285/40r22  rr tires: p285/40r22,22-inch,discs,discs,18.8 l/100km,12.2 l/100km,premium,4 passengers,85 l (19 gal),4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),4.1 s (manufacturer),yes,,yes,yes,,tubeless,,,,,,,,,,2019
"237,600",Bentley,bentayga v8,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,. alpine green [green]  . amber by mulliner [beige]  . anthracite [black]  . anthracite satin by mulliner [black]  . apple green [green]  . arabica [brown]  . arctica by mulliner [off-white]  . azure purple [purple],suv    category: exotic suv,"v8 4,0 l","542 hp @ 6,000 rpm (404 kw)","568 lb·ft @ 1,960 – 4,500 rpm (770 n·m)",8-cylinders,8-speed automatic,all wheel drive (awd),,power,12 m (41′) turning diameter,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm / 202 in","1,998 mm / 79 in","1,742 mm / 69 in","2,995 mm / 118 in   front track: 1,689 mm / 66 in  rear track: 1,693 mm / 67 in",n/a,"2,395 kg (5,280 lb)",fr tires: p275/50r20  rr tires: p275/50r20,20-inch,discs,discs,17.9 l/100km,10.3 l/100km,premium,5 passengers,85 l (19 gal),4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,,yes,yes,turbocharged,290 km/h (180 mph) (manufacturer),4.5 s (manufacturer),yes,,yes,yes,,tubeless,,,,,,,,,,2019
"348,336",Bentley,bentayga,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,. alpine green [green]  . amber by mulliner [beige]  . anthracite [black]  . anthracite satin by mulliner [black]  . apple green [green]  . arabica [brown]  . arctica by mulliner [off-white]  . azure purple [purple],suv    category: exotic suv,"w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)",w12,8-speed automatic,all wheel drive (awd),,power,12 m (41′) turning diameter,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm / 202 in","1,998 mm / 79 in","1,742 mm / 69 in","2,995 mm / 118 in   front track: 1,689 mm / 66 in  rear track: 1,693 mm / 67 in",n/a,"2,440 kg (5,379 lb)",front tires: p275/50r20  rear tires: p275/50r20,20-inch,discs,discs,18.8 l/100km,12.2 l/100km,premium,5 passengers,85 l (19 gal),4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),4.1 s (manufacturer),yes,,yes,yes,,tubeless,no,,,yes,,no,,,,2019
"643,291",Bentley,mulsanne speed 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,". candy red  . black sapphire  . glacier white  . camel  . damson  . dark grey satin  . dragon red  . extreme silver  . ghost white  . marlin, onyx  . orange flame, pale brodgar, sequin blue, spectre, sunset, thunde","sedan    category: luxury sedan and coupe   assembly: crewe, gb","v8 6,8 l","530 hp @ 4,200 rpm (395 kw)","811 lb·ft @ 1,750 rpm (1,100 n·m)  bore: 104 mm  stroke: 99 mm",8,automatic,rear wheel drive (rwd),"8-speed   co₂ emissions: 8,140 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,575 mm (219-inch)","1,976 mm (78-inch)","1,521 mm (60-inch)","3,266 mm (129-inch)  front track: 1,605 mm (63-inch)  rear track: 1,651 mm (65-inch)",,"2,711 kg (5,977 lb)   weight distribution (front-rear): n/a",front tires: p265/40zr21  rear tires: p265/40zr21,21-inch,discs,discs,21.3 l/100km,12.8 l/100km  combined: 17.5 l/100km  autonomy: 548 km,premium,5 passengers,96 l (21 gal)   trunk: 443 l (16 cu ft)  towing capacity: n/a,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,yes,yes,yes,turbocharged,305 km/h (190 mph) (manufacturer),0-100 km/h: 4.9 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,,,no,,,yes,,no,,,,2018
"583,877",Bentley,mulsanne 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,- aegean blue metallic [blue]  - alpine green metallic [green] -  - amber metallic [beige]  - anthracite metallic [black]  - antique gold metallic [gold]  - apple green metallic [green]  - aquamarine metallic [green]  - arabica,"sedan    category: luxury sedan   assembly: crewe, gb","v8 6,8 l","505 hp @ 4,000 rpm (377 kw)","752 lb·ft @ 1,750 – 3,000 rpm (1,020 n·m)  bore: 104 mm  stroke: 99 mm",8,automatic,rear wheel drive (rwd),"8-speed   co₂ emissions: 8,140 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,575 mm (219-inch)","1,976 mm (78-inch)","1,521 mm (60-inch)","3,266 mm (129-inch)  front track: 1,605 mm (63-inch)  rear track: 1,651 mm (65-inch)",,"2,711 kg (5,977 lb)   weight distribution (front-rear): n/a",front tires: p265/45zr20  rear tires: p265/45zr20,20-inch,discs,discs,21.3 l/100km,12.8 l/100km  combined: 17.5 l/100km  autonomy: 548 km,premium,5 passengers,96 l (21 gal)   trunk: 443 l (16 cu ft)  towing capacity: n/a,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,,yes,yes,yes,yes,turbocharged,296 km/h (184 mph) (manufacturer),0-100 km/h: 5.3 s (manufacturer)   80-120 km/h: 3.6 s   braking distance: 37 m,yes,,yes,yes,,,no,,,yes,,no,,,,2018
"569,851",Bentley,bentayga mulliner 2018,british,base warranty: 3 years/unlimited  powertrain warranty: 3 years/unlimited,grille color: chrome.  rear spoiler color: body-color.  rear spoiler: roofline.  bumper detail: front underguard. exhaust tip color: metallic. rear bumper color: black. skid plate(s),"suv    category: full size suv   assembly: crewe, gb","w12 6,0 l","600 hp @ 5,000 rpm (447 kw)","664 lb·ft @ 1,350 – 4,500 rpm (900 n·m)  bore: 84 mm  stroke: 89 mm",,automatic,all wheel drive (awd),"8-speed   co₂ emissions: 7,400 kg/year",power,,"independent, pneumatic, short/long arm","independent, pneumatic, multi-link","5,140 mm (202 inch)","1,998 mm (79 inch)","1,742 mm (69 inch)","2,995 mm (118 inch)  front track: 1,689 mm (66 inch)  rear track: 1,693 mm (67 inch)",,"2,440 kg (5,379 lb)   weight distribution (front-rear): 57% - 43%",front tires: p285/40r22  rear tires: p285/40r22,22-inch,discs,discs,18.8 l/100km,12.2 l/100km  combined: 15.9 l/100km  autonomy: 534 km,premium,4 passengers,"85 l (19 gal)   trunk: between 431 l and 1,774 l (15 to 63 cu ft)  towing capacity	: 3,500 kg (7,716 lb)",4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,"rack and pinion, electrical variable assist",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,turbocharged,301 km/h (187 mph) (manufacturer),0-100 km/h: 4.1 s (manufacturer)   80-120 km/h: n/a   braking distance: n/a,yes,,yes,yes,,,no,,,yes,,no,,,,2018
